gi|254163223
gi|254163921
gi|254163921
gi|254162169
gi|254162169
gi|254160689
gi|254163929
gi|254160689
gi|254160135
gi|254164129
gi|254163921
gi|254163921
gi|254163921
gi|254160135
gi|254163921
gi|254163921
gi|254164129
gi|254162628
gi|254162628
gi|254160510
gi|254160687
gi|254164075
gi|254160510
gi|254164075
gi|254160236
gi|254160236
gi|254163243
gi|254164075
gi|254164075
gi|254163774
gi|254163243
gi|254164075
gi|254160651
gi|254163774
gi|254163774
gi|254163704
gi|254163704
gi|254162525
gi|254163921
gi|254163774
gi|254162525
gi|254163921
gi|254163384
gi|254163921
gi|254162628
gi|254160811
gi|254162628
gi|254162628
gi|254163948
gi|254161318
gi|254161318
gi|254161318
gi|254161318
gi|254163948
gi|254163921
gi|254163173
gi|254163173
gi|254163921
gi|254163921
gi|254161737
gi|254162628
gi|254162628
gi|254161318
gi|254161318
gi|254162825
gi|254161318
gi|254162825
gi|254161318
gi|254162825
gi|254163173
gi|254163173
gi|254163921
gi|254163961
gi|254160236
gi|254160236
gi|254160236
gi|254163921
gi|254160236
gi|254163921
gi|254160236
gi|254164075
gi|254163682
gi|254164075
gi|254163774
gi|254163682
gi|254163113
gi|254163774
gi|254163113
gi|254163243
gi|254164129
gi|254163243
gi|254164075
gi|254161318
gi|254164129
gi|254162825
gi|254161782
gi|254161318
gi|254164075
gi|254161782
gi|254162825
gi|254161318
gi|254162482
gi|254164075
gi|254161782
gi|254163173
gi|254161318
gi|254163173
gi|254162482
gi|254162169
gi|254163243
gi|254162305
gi|254162305
gi|254163243
gi|254162305
gi|254162569
gi|254160238
gi|254162305
gi|254162305
gi|254160236
gi|254162569
gi|254160236
gi|254163682
gi|254162825
gi|254163113
gi|254164103
gi|254163682
gi|254163921
gi|254160135
gi|254163113
gi|254161782
gi|254162569
gi|254161071
gi|254160135
gi|254163243
gi|254162569
gi|254163686
gi|254160135
gi|254161782
gi|254163774
gi|254164129
gi|254163243
gi|254163774
gi|254161318
gi|254164129
gi|254162056
gi|254162825
gi|254163137
gi|254164075
gi|254161318
gi|254162825
gi|254164075
gi|254161318
gi|254161782
gi|254163173
gi|254161318
gi|254161071
gi|254161071
gi|254162305
gi|254162305
gi|254161782
gi|254162305
gi|254160236
gi|254162305
gi|254163716
gi|254160236
gi|254161449
gi|254164103
gi|254163876
gi|254163113
gi|254163927
gi|254163927
gi|254163876
gi|254164075
gi|254163927
gi|254162569
gi|254163113
gi|254163927
gi|254163876
gi|254163243
gi|254164183
gi|254161738
gi|254163682
gi|254161384
gi|254162569
gi|254162056
gi|254161738
gi|254164129
gi|254161837
gi|254161762
gi|254161914
gi|254164129
gi|254160285
gi|254164075
gi|254161384
gi|254161318
gi|254161318
gi|254160285
gi|254162056
gi|254161762
gi|254164129
gi|254161914
gi|254161318
gi|254164075
gi|254161318
gi|254161318
gi|254163921
gi|254162628
gi|254162772
gi|254163243
gi|254163727
gi|254163233
gi|254162167
